Tipo,Titulo,DOI,Ano,Docente
tipo=TrabalhoEventos,"titulo=PROGRAMA COMPUTACIONAL E O CUIDADO FARMACÊUTICO NO CENTRO DE ATENDIMENTO ESPECIALIZADO DO IDOSO EM BELÉM (PA),",doi=,ano=2016,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TrabalhoEventos,titulo=A abordagem APSEE para Modelagem e Gerência de Recursos em Ambientes de Processo de Software,doi=,ano=2001,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=APSEE-StaticPolicy: Automatic Verification of Static Policies on Software Process Models,doi=10.1023/A:1020509809235,ano=2002,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=Using Graph Transformation as the Semantical Modele for Software Process Execution in the APSEE Environment,doi=,ano=2002,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=Uma Linguagem Visual para Avaliação Adaptativa de Aprendizagem baseada em Gramática de Grafos,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=Laboratório de Engenharia de Software e Inteligência Artificial: Construção do Ambiente WebAPSEE,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=Grupo de Melhoria de Processos de Software do CTIC-UFPA,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=Implantação de Gerência de Conhecimento no CTIC-UFPA com o ambiente Webapsee,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=Padrões e Processos para Arquitetura de Software do Governo do Estado do Pará: Uma parceria PRODEPA E UFPA,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=Implantação de Medição no Processo de Desenvolvimento de Software ? Relato de Experiência e Lições Aprendidas,doi=,ano=2011,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,"titulo=Curso de Residência em Arquitetura de Software: Uma Parceria UFPA, UNAMA e CESUPA com AmazonCorp, CTIC-UFPA e PRODEPA",doi=,ano=2011,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=ArtigosPublicados,titulo=Implantação de Medição no Processo de Desenvolvimento de Software ? Relato de Experiência e Lições Aprendidas,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=CapitulosPublicados,titulo=Educação em Engenharia de Software,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=Estudo e aplicação do Sistema Lotus Notes para gerência de trabalho cooperativo,doi=,ano=1997,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=Bancos de Dados Dedutivos,doi=,ano=1997,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Uso de ferramentas de workflow para gerenciar processos administrativos do departamento de informática- UFPA,doi=,ano=2004,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Aplicação da Mineração de Dados e Sistema de Avaliação de Professor e Aluno,doi=,ano=2004,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Aplicação da Mineração de Dados em um Sistema de Avaliação de Professor e Aluno,doi=,ano=2004,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Ambiente de Avaliação para apoio ao ensino,doi=,ano=2004,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Uma arquitetura para integração de ferramentas de apoio ao ensino,doi=,ano=2004,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Uma arquitetura para integracao de ferramentas de apoio ao ensino,doi=,ano=2004,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Auxílio a Alocação de Pessoas no Processo de Software usando técnicas inteligentes,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Editor para modelagem de processo de software no ambiente WebProcessServices,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Integração de Ferramentas Externas no Ambiente WebProcessServices,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=iProcess: Integrando Inteligência Artificial na Automação do Processo de Software,doi=,ano=2004,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=INTERAÇÃO ENTRE DESENVOLVEDORES E O AMBIENTE APSEE: ESTADO ATUAL E PROPOSTAS DE APERFEIÇOAMENTO,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=INTERAÇÃO ENTRE GERÊNCIA E O AMBIENTE APSEE: ESTADO ATUAL E PROPOSTAS DE APERFEIÇOAMENTO,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Integração de Conhecimento no Portal do CBCC,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Estudo do XMI para integração de ferramentas de Engenharia de Software no projeto WebProcessServices,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Descoberta de Conhecimento na base de dados de uma locadora de filmes,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Integração de ferramenta de gerenciamento de processo de software: estudo de caso com WebApsee,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=DESCOBERTA DO CONHECIMENTO EM DADOS DE TRANSPORTES COLETIVOS: DETECTANDO FRAUDES,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=Um estudo comparativo envolvendo os paradigmas relacional e orientado a objetos,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Descoberta de conhecimento em bilhetagem eletrônica no transporte coletivo,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Um Sistema de Avaliação Automatizada centrado no Aprendizado baseado em problemas (PBL),doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=WebAPSEE-Planner - auxílio à alocação de pessoas em projetos de software através de políticas,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=GESTÃO DE REQUISITOS NO WEBAPSEE,doi=,ano=2008,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=UM MODELO PARA SISTEMA DE AVALIAÇÃO DE APRENDIZAGEM CENTRADA NA METODOLOGIA DE APRENDIZAGEM BASEADA EM PROBLEMAS,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=APOIO NA GERAÇÃO DE PLANO DE PROJETO NO AMBIENTE WEBAPSEE,doi=,ano=2008,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=GERÊNCIA DE REQUISITOS INTEGRADA À GERÊNCIA DE PROJETOS NO AMBIENTE WEBAPSEE,doi=,ano=2008,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=IRIANI: UMA LINGUAGEM VISUAL PARA MODELAGEM DE CADEIAS DE SUPRIMENTOS,doi=,ano=2008,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Auditoria e Contabilidade de Gerência de Configuração de Artefatos de Software no Ambiente WebAPSEE,doi=,ano=2008,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Evolução do processo padrão de desenvolvimento de software do CTIC-UFPA com o ambiente WebAPSEE,doi=,ano=2009,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Medição em Processos de Software: Integração de uma Ferramenta para Automação do Processo de Medição no Ambiente WebAPSEE,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Proposta de ferramenta de auxílio a alocação de pessoas no Webapsee baseada em redes sociais,doi=,ano=2009,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Análise da Melhoria do Processo de Software no CTIC/UFPA com o ambiente WebAPSEE,doi=,ano=2008,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Políticas de Alocação de Pessoas e Recursos em Ambientes de Processo de Software: Refinamento Baseado em Experimentação,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Melhoria e Adaptação da Ferramenta WebAPSEE no Auxilio a Gerência de Projetos,doi=,ano=2009,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo='Visualização de Processos de Software: Construção de mecanismos de visualização para gerência de processos,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Visualização de Processos de Software: Construção de mecanismos de visualização para gerência de processos.,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Auxílio a Alocação de Pessoas no Processo de Software usando técnicas inteligentes,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Proposta do Processo de Gerência de Configuração de Software para o CTIC-UFPA,doi=,ano=2009,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=Proposta de um processo de gerência de reutilização para o CTIC-UFPA: uma abordagem arquitetural,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Gerência de Conhecimento: Soluções Baseadas em Integração de Ferramentas,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Gerência de Conhecimento Aplicada a Projetos de Software: Soluções Baseadas em Integração de Ferramentas,doi=,ano=2009,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,titulo=PROPOSTA DE UM PROCESSO DE GERÊNCIA DE REUTILIZAÇÃO PARA PRODEPA,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=INTEGRAÇÃO DE FERRAMENTA DE GERENCIAMENTO DE PROCESSO DE SOFTWARE: ESTUDO DE CASO COM WEBAPSEE,doi=,ano=2005,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=SOFTWARE PROCESS MARKETPLACE: UMA PLATAFORMA PARA COMPARTILHAMENTO E REUSO DE ATIVOS DE PROCESSOS DE SOFTWARE EM UM AMBIENTE DE REDE SOCIAL,doi=,ano=2015,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=AÇÃO PARA IMPLANTAÇÃO DA FERRAMENTA WKM COMO AUXÍLIO PARA GERÊNCIA DE CONHECIMENTO EM UMA ORGANIZAÇÃO,doi=,ano=2015,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Políticas de Alocação de Recursos Humanos em Projetos de Software no ambiente WebAPSEE.,doi=,ano=2011,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Construção de uma Infraestrutura de apoio à Formulação de Bases de Medidas para Organizações que almejam Alta Maturidade em seus Processos.,doi=,ano=2011,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Políticas de Alocação de Recursos Humanos em Projetos de Software no ambiente WebAPSEE.,doi=,ano=2012,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Medição em um Ambiente de Desenvolvimento de Software Centrado em Processos: Integração de infraestruturas para Base de Medidas e de apoio ao Processo de Medição,doi=,ano=2012,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,"titulo=Software Process Marketplace: uma infraestrutura colaborativa na World Wide Web para Definic&#807;a&#771;o, Acompanhamento e Evoluc&#807;a&#771;o do Processo de Desenvolvimento de Software",doi=,ano=2015,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Mecanismos de Interoperabilidade para Gestão do Processo de Software,doi=,ano=2015,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=INICIACAO_CIENTIFICA,titulo=Ferramenta de Medic&#807;a&#771;o de Software para Organizac&#807;o&#771;es de Alta Maturidade,doi=,ano=2015,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Proposta de Sistema de Informação Gerencial para o Corpo de Bombeiros do Pará,doi=,ano=2017,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=PROPOSTA DE IMPLEMENTAÇÃO DE UM SISTEMA DE GESTÃO ESCOLAR PARA AS ESCOLAS DE ENSINO TÉCNICO DO ESTADO DO PARÁ,doi=,ano=2018,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=Desenvolvimento de uma 6 aplicação móvel para facilitar a interação dos usuários com o sistema Amparo Cursos,doi=,ano=2019,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO,titulo=APLICAÇÃO DA GESTÃO DE CONFIGURAÇÃO DE SOFTWARE: ESTUDO DE CASO ELETRONORTE,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Dissertação de mestrado,titulo=Abordagem para Implementação de Gerência do Cohecimento com Apoio de um Ambiente de Desenvolvimento de Software Centrado em Processos.,doi=,ano=2010,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Dissertação de mestrado,titulo=Gerência de Configuração de Software integrada a Execução de Processos de Software,doi=,ano=2009,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Dissertação de mestrado,titulo=Estudo da Alocação de Pessoas em Projetos de Software através da Teoria Fundamentada em Dados,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Dissertação de mestrado,titulo=Gestão do Conhecimento Organizacional em um Ambiente de Desenvolvimento de Software utilizando Soluções da Web,doi=,ano=2013,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Dissertação de mestrado,titulo=Uma Pesquisa Qualitativa Sobre Critérios de Alocação de Recursos Humanos em Projetos de Software,doi=,ano=2013,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Dissertação de mestrado,titulo=Estudo de Alocação de Pessoas em Projetos de Software através de Teoria Fundamentada em Dados,doi=,ano=2013,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Dissertação de mestrado,titulo=Uso de Gramática de Grafos na Construção de um Modelo para Avaliação Adaptativa de Aprendizagem,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=CONFERENCIA,titulo=Gestão de Processos de Software com o Ambiente WebAPSEE,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=CONFERENCIA,titulo=PAINEL DE DEBATE: O ENSINO DA TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO E O DESENVOLVIMENTO REGIONAL,doi=,ano=2004,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Software,titulo=PROSOFT-APSEE - Ambiente de Desenvolvimento de Software centrado em processos,doi=,ano=2003,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Software,titulo=WebAPSEE V.1.0,doi=,ano=2006,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Software,titulo=Cartão Programa Web - Software para Planejamento do Policiamento Ostensivo,doi=,ano=2016,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Software,"titulo=SIGEPI - Sistema de Gestão de Informações de Presos do Interior,",doi=,ano=2016,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Software,titulo=VEM PRO PARÁ - Aplicativo de Informações Turísticas do Pará,doi=,ano=2016,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=Software,titulo=WebAPSEE v.1.2.5,doi=,ano=2007,docente=CARLA ALESSANDRA LIMA REIS.xml
tipo=TrabalhoEventos,titulo=PESQUISA E DESENVOLVIMENTO DE UM PROTÓTIPO DE SISTEMA DE VOTAÇÃO VIA WEB RESISTENTE A COAÇÃO,doi=,ano=2012,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Aprimoramento do Protótipo de Sistema de Votação via Web Resistente a Coação,doi=,ano=2013,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Protótipo de Votação CIVIS: Avaliação das Vulnerabilidades Web,doi=,ano=2013,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=RS2Q: uma plataforma web de gerenciamento de pesquisas qualitativas e quantitativas,doi=,ano=2013,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Uma Aplicação de Realidade Aumentada Móvel para Ambientes Indoor e Outdoor,doi=,ano=2014,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Considerações de Projeto e Implementação de uma Aplicação Android de Realidade Aumentada Móvel,doi=,ano=2014,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,"titulo=Aplicações Android de Realidade Aumentada em Arquitetura Extensível, Flexível e Adaptável",doi=,ano=2015,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Heuristic Evaluation of a t-Commerce InfoVis Prototype,doi=10.1109/iv.2015.36,ano=2015,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=A Concurrent Architecture Proposal for Information Visualization Pipeline,doi=10.1109/iv.2015.49,ano=2015,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Service Oriented Architecture for Data Visualization in Smart Devices,doi=10.1109/iv.2015.99,ano=2015,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Usability Considerations for Voice Interaction in a Mobile Augmented Reality Application,doi=,ano=2015,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Hand-based Interaction in a 3D InfoVis Environment,doi=,ano=2015,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Implementation Aspects of a Voice Service in Mobile Augmented Reality Applications,doi=,ano=2015,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=A Review of Ways and Strategies on How to Collaborate in Information Visualization Applications,doi=10.1109/iv.2016.69,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=A Low Level Evaluation of Head-Tracker and Speech Commands Interactions in Information Visualization Tasks,doi=10.1109/IV.2016.68,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Categorizing Issues in Mid-air InfoVis Interaction,doi=10.1109/IV.2016.70,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Guidelines for Graphical User Interface Design in Mobile Augmented Reality Applications,doi=,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Aspects of Voice Interaction on a Mobile Augmented Reality Application,doi=,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Evaluation of Information Visualization Interaction Techniques Using Gestures and Widgets in 3D Environments,doi=,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Recognizing Azulejos of Texture Pattern: Combining Computer Vision Techniques with Global Positioning System,doi=,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Time and Precision Evaluation of Algorithms to Detect Historical Buildings? Facades,doi=,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Suggestions for Interface Design Using Head Tracking and Voice Commands,doi=10.1145/3033701.3033713,ano=2016,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=A Visual Representation of Clusters Characteristics Using Edge Bundling for Parallel Coordinates,doi=10.1109/iV.2017.29,ano=2017,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Analyzing the benefits of the combined interaction of head and eye tracking in 3D visualization information,doi=10.1145/3160504.3160532,ano=2017,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Exploração de Ambientes Virtuais 3D através de Gestos,doi=,ano=2017,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Aplicações Indoor de Realidade Aumentada Móvel com uso de Beacons Bluetooth,doi=,ano=2017,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Understanding data dimensions by cluster visualization using edge bundling in parallel coordinates,doi=10.1145/3167132.3167203,ano=2018,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Evaluation of Convolutional Neural Network Architectures for Chart Image Classification,doi=10.1109/IJCNN.2018.8489315,ano=2018,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Visualizing Multidimensional Data in Treemaps with Adaptive Glyphs,doi=10.1109/iV.2018.00021,ano=2018,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=A Visual Physical-Chemical Parameters Analysis Approach for Evaluating the Influence of Port Facilities in Surface Water Quality,doi=10.1109/iv.2018.00047,ano=2018,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=A Prototype Application to Generate Synthetic Datasets for Information Visualization Evaluations,doi=10.1109/iv.2018.00036,ano=2018,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Synthetic Chart Image Generator: An Application for Generating Chart Image Datasets,doi=10.1109/iv.2018.00032,ano=2018,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Data Visualization Scenarios for the Analysis of Computational Evolutionary Techniques,doi=10.1109/iv.2019.00056,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=UXmood - A Tool to Investigate the User Experience (UX) Based on Multimodal Sentiment Analysis and Information Visualization (InfoVis),doi=10.1109/iv.2019.00038,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Visual Analysis Scenarios for Oceanographic Buoy Data,doi=10.1109/iv-2.2019.00033,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=A Card-Based Interaction to Design Visualizations in Augmented Reality Environments,doi=10.1109/iv-2.2019.00019,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Analyzing the Effect of Different Partial Overlap Sizes in Perceiving Visual Variables,doi=10.1109/IV.2019.00016,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=ChoroLibre: Supporting Georeferenced Demographic Information Visualization Through Hierarchical Choropleth Maps,doi=10.1109/iv-2.2019.00020,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Visualizing the Semantics of Music,doi=10.1109/iv.2019.00066,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=IDUVis: An Interactive Dashboard for Uncertainty Visualization and Analysis - Vast Challenge 2019 MC1 Award for Supporting Situation Awareness and Anomaly Detection,doi=10.1109/VAST47406.2019.8986919,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=TrabalhoEventos,titulo=Architecture Proposal for Data Extraction of Chart Images Using Convolutional Neural Network,doi=10.1109/iV.2017.37,ano=2017,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=ArtigosPublicados,titulo=Recognizing and Exploring Azulejos on Historic Buildings? Facades by Combining Computer Vision and Geolocation in Mobile Augmented Reality Applications,doi=,ano=2017,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=ArtigosPublicados,titulo=A Model to Support Fluid Transitions between Environments for Mobile Augmented Reality Applications,doi=10.3390/s19194254,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=ArtigosPublicados,titulo=UXmood-A Sentiment Analysis and Information Visualization Tool to Support the Evaluation of Usability and User Experience,doi=10.3390/info10120366,ano=2019,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
tipo=ArtigosPublicados,titulo=Depicting More Information in Enriched Squarified Treemaps with Layered Glyphs,doi=10.3390/info11020123,ano=2020,docente=CARLOS GUSTAVO RESQUE DOS SANTOS.xml
